StationName,Latitude,Longitude,WaterBodyName,WateryBodyType,Year,ObservedIceThickness,ObservationDate,MaximumIceThickness,MaximumIceThicknessDate,Alpha-coefficient,AccumulatedFreezingDegreeDays,WeatherStationName-Identifier,IceDataSource,
Fairbanks,64.865,-147.866,Smith Lake,lake,2009,56,3/4/2009,61,4/10/2009,1.11,-3361.0,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2010,56,3/2/2010,60,3/27/2010,1.13,-2819.0,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2011,71,4/5/2011,71,4/7/2011,1.30,-3016,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2012,59,2/29/2012,64,4/3/2012,1.17,-3181,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2013,71,3/29/2013,73,4/29/2013,1.25,-3491,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2014,51,3/3/2014,55,4/12/2014,1.19,-2447,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2015,66,3/3/2015,70,3/26/2015,1.47,-2302,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2016,64,3/3/2016,67,3/23/2016,1.47,-2084,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2017,63,3/16/2017,83,3/31/2017,1.50,-3084,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2018,61,3/7/2018,64,4/8/2018,1.34,-2357,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Fairbanks,64.865,-147.866,Smith Lake,lake,2019,60,3/16/2019,60,3/15/2019,1.32,-2099,Fairbanks-PAFA,Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,1997,122,3/31/1997,123,4/4/1997,2.18,-3185,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2001,86,4/4/2001,88,4/2/2001,1.98,-2019,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2002,multiple,multiple,114,4/16/2002,2.14,-2820,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2003,multiple,multiple,115,4/11/2003,2.92,-1932,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2006,multiple,multiple,95,4/20/2006,1.77,-2928,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2007,104,4/1/2007,104,4/4/2007,1.92,-3000,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2008,multiple,multiple,89,3/29/2008,1.80,-2498,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2009,112,4/1/2009,113,4/10/2009,2.11,-3116,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2010,104,3/9/2010,111,4/10/2010,2.14,-2753,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2011,multiple,multiple,117,4/17/2011,2.27,-2774,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2012,86,3/31/2012,87,4/3/2012,1.59,-3058,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2013,multiple,multiple,121,4/22/2013,2.15,-3165,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2014,56,2/27/2014,62,4/12/2014,1.37,-2160,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2015,89,3/31/2015,91,3/26/2015,2.16,-2029,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2016,multiple,multiple,74,3/23/2016,1.86,-1810,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2017,102,3/31/2017,102,4/1/2017,1.95,-2790,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2018,91,3/31/2018,93,4/10/2018,2.28,-1853,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Minchumina,63.878,-152.286,Lake Minchumina,lake,2019,multiple,multiple,65,3/15/2019,1.50,-1863,"Nenana-PANN, McGrath-PAMC",Alaska Pacific River Forecast Center,
Nenana,64.566,-149.094,Tanana River,river,1989,multiple,multiple,112,4/7/1989,2.12,-2894,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1990,multiple,multiple,104,3/21/1990,1.90,-2988,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1991,multiple,multiple,99,4/13/1991,1.95,-2798.0,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1992,multiple,multiple,118,3/17/1992,2.32,-2675,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1993,multiple,multiple,71,3/29/1993,1.52,-2390,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1994,multiple,multiple,137,3/24/1994,2.79,-2422,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1995,multiple,multiple,86,4/3/1995,1.69,-2807,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1996,multiple,multiple,116,4/16/1996,2.21,-3050,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1997,multiple,multiple,109,4/4/1997,2.06,-2825,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1998,multiple,multiple,113,3/16/1998,2.48,-2157,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,1999,multiple,multiple,115,4/13/1999,2.23,-3058.0,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2000,multiple,multiple,92,3/28/2000,1.77,-2708,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2001,multiple,multiple,102,4/2/2001,2.65,-1833,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2002,multiple,multiple,121,4/14/2002,2.40,-2548,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2003,multiple,multiple,125,4/11/2003,3.50,-1936,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2004,multiple,multiple,91,4/3/2004,1.76,-2748,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2005,multiple,multiple,94,4/6/2005,1.96,-2272,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2006,multiple,multiple,88,4/19/2006,1.78,-2832,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2007,multiple,multiple,128,4/4/2007,2.41,-2971,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2008,multiple,multiple,126,3/29/2008,2.76,-2311,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2009,multiple,multiple,117,4/10/2009,2.46,-2210.0,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2010,multiple,multiple,118,4/10/2010,2.48,-2618,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2011,multiple,multiple,108,4/17/2011,2.11,-2703.0,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2012,multiple,multiple,105,4/3/2012,2.12,-2899,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2013,multiple,multiple,121,4/22/2013,2.19,-3062,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2014,multiple,multiple,97,4/12/2014,2.33,-2261,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2015,multiple,multiple,92,3/17/2015,2.32,-1918.0,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2016,multiple,multiple,95,3/23/2016,2.90,-1767,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2017,multiple,multiple,99,3/31/2017,1.92,-2719,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2018,multiple,multiple,69,4/10/2018,1.87,-1809,Nenana-PANN,Nenana Ice Classic,
Nenana,64.566,-149.094,Tanana River,river,2019,multiple,multiple,72,3/7/2019,1.70,-1801.0,Nenana-PANN,Nenana Ice Classic,
Nome,64.511,-165.425,ACSA Pond,lake,2003,123,4/18/2003,123,4/20/2003,3.23,-1546,Nome-PAOM,Morris and Jeffries 2010,
Nome,64.511,-165.425,ACSA Pond,lake,2004,95,3/25/2004,101,4/4/2004,2.51,-1993,Nome-PAOM,Morris and Jeffries 2010,
Nome,64.511,-165.425,ACSA Pond,lake,2005,100,4/20/2005,101,4/24/2005,2.31,-1899,Nome-PAOM,Morris and Jeffries 2010,
Nome,64.511,-165.425,ACSA Pond,lake,2006,127,4/12/2006,132,5/1/2006,2.72,-2533,Nome-PAOM,Morris and Jeffries 2010,
Nome,64.511,-165.425,ACSA Pond,lake,2007,106,4/1/2007,108,4/21/2007,2.53,-2058,Nome-PAOM,Morris and Jeffries 2010,
Nome,64.511,-165.425,ACSA Pond,lake,2008,114,4/16/2008,115,5/3/2008,2.42,-2444.0,Nome-PAOM,Morris and Jeffries 2010,
Nome,64.511,-165.425,ACSA Pond,lake,2009,123,4/25/2009,123,4/25/2009,2.40,-2616,Nome-PAOM,Morris and Jeffries 2010,
Nome,64.511,-165.425,ACSA Pond,lake,2010,139,4/15/2010,140,5/7/2010,2.89,-2441,Nome-PAOM,Morris and Jeffries 2010,
Nome,64.511,-165.425,ACSA Pond,lake,2011,115,4/20/2011,115,4/23/2011,2.64,-2024,Nome-PAOM,Morris and Jeffries 2010,
Shageluk,62.681,-159.558,Shageluk Lake,lake,2003,94,4/4/2003,95,4/10/2003,2.51,-1569.0,"Bethel-PABE, McGrath-PAMC",Morris and Jeffries 2010,
Shageluk,62.681,-159.558,Shageluk Lake,lake,2005,109,4/4/2005,113,4/21/2005,2.54,-2006,"Bethel-PABE, McGrath-PAMC",Morris and Jeffries 2010,
Shageluk,62.681,-159.558,Shageluk Lake,lake,2006,122,3/24/2006,127,5/1/2006,2.51,-2618,"Bethel-PABE, McGrath-PAMC",Morris and Jeffries 2010,
Shageluk,62.681,-159.558,Shageluk Lake,lake,2007,111,4/4/2007,111,4/1/2007,2.34,-2372,"Bethel-PABE, McGrath-PAMC",Morris and Jeffries 2010,
Shageluk,62.681,-159.558,Shageluk Lake,lake,2008,127,3/27/2008,129,4/16/2008,2.74,-2308,"Bethel-PABE, McGrath-PAMC",Morris and Jeffries 2010,
Shageluk,62.681,-159.558,Shageluk Lake,lake,2009,166,3/20/2009,175,4/21/2009,3.41,-2684,"Bethel-PABE, McGrath-PAMC",Morris and Jeffries 2010,
Shageluk,62.681,-159.558,Shageluk Lake,lake,2010,134,4/12/2010,134,4/15/2010,2.75,-2481,"Bethel-PABE, McGrath-PAMC",Morris and Jeffries 2010,
Shageluk,62.681,-159.558,Shageluk Lake,lake,2011,103,3/17/2011,108,4/21/2011,2.33,-2335.0,"Bethel-PABE, McGrath-PAMC",Morris and Jeffries 2010,
